COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,GDSC Tissue descriptor 1,GDSC Tissue descriptor 2,Cancer Type (matching TCGA label),Microsatellite instability Status (MSI),Screen Medium,Growth Properties,CNA,Gene Expression,Methylation,TARGET,TARGET_PATHWAY
909257,OC-314,OV,1003,Camptothecin,-3.767197,0.750892,-0.820956,urogenital_system,ovary,OV,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
909260,PF-382,ALL,1003,Camptothecin,-4.512799,0.664621,-1.226912,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909262,Raji,UNCLASSIFIED,1003,Camptothecin,-4.486053,0.673489,-1.21235,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909263,RCM-1,COREAD,1003,Camptothecin,-1.611257,0.866829,0.352885,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909264,RD,UNCLASSIFIED,1003,Camptothecin,-0.782803,0.936562,0.803952,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909696,REH,UNCLASSIFIED,1003,Camptothecin,-4.088645,0.72558,-0.995974,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
909697,RF-48,STAD,1003,Camptothecin,-3.797131,0.739031,-0.837254,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909698,RKO,COREAD,1003,Camptothecin,-3.546082,0.771236,-0.700566,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909699,RMG-I,UNCLASSIFIED,1003,Camptothecin,1.3188,0.927275,1.948208,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909701,RPMI-6666,UNCLASSIFIED,1003,Camptothecin,-4.807294,0.619833,-1.387256,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909702,RPMI-8402,ALL,1003,Camptothecin,-5.173786,0.58086,-1.586799,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909703,RS4-11,ALL,1003,Camptothecin,-4.646672,0.654536,-1.299802,leukemia,leukemia,ALL,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
909704,RT-112,BLCA,1003,Camptothecin,-0.12578,0.968171,1.16168,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909706,RVH-421,SKCM,1003,Camptothecin,-0.97533,0.940468,0.699127,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909707,Saos-2,UNCLASSIFIED,1003,Camptothecin,-2.903441,0.819042,-0.350668,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909708,SAS,HNSC,1003,Camptothecin,-4.690358,0.629934,-1.323588,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909709,SCC-9,HNSC,1003,Camptothecin,-0.210537,0.957303,1.115533,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909711,SCH,UNCLASSIFIED,1003,Camptothecin,0.090104,0.971161,1.279222,digestive_system,stomach,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909712,SF126,GBM,1003,Camptothecin,-3.48591,0.773975,-0.667804,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909713,SH-4,SKCM,1003,Camptothecin,-1.981938,0.871932,0.151061,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909715,SIG-M5,LAML,1003,Camptothecin,-2.916627,0.889018,-0.357848,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,TOP1,DNA replication
909716,SJRH30,UNCLASSIFIED,1003,Camptothecin,-1.776313,0.932452,0.263017,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909717,SJSA-1,UNCLASSIFIED,1003,Camptothecin,-2.123625,0.862694,0.073917,bone,bone_other,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909718,SK-CO-1,COREAD,1003,Camptothecin,-5.232523,0.565065,-1.618779,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909719,SK-HEP-1,LIHC,1003,Camptothecin,-2.165986,0.882896,0.050853,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909720,SK-LMS-1,UNCLASSIFIED,1003,Camptothecin,-3.766387,0.733574,-0.820515,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909721,SK-LU-1,LUAD,1003,Camptothecin,-2.277183,0.804453,-0.00969,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909722,SKM-1,UNCLASSIFIED,1003,Camptothecin,-4.361569,0.691545,-1.144573,leukemia,haematopoietic_neoplasm other,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909723,SK-MEL-1,SKCM,1003,Camptothecin,-2.3091,0.847169,-0.027068,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,TOP1,DNA replication
909724,SK-MEL-3,SKCM,1003,Camptothecin,-1.596698,0.910411,0.360812,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909725,SK-MEL-24,SKCM,1003,Camptothecin,-2.959517,0.788255,-0.3812,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909726,SK-MEL-30,SKCM,1003,Camptothecin,-0.800237,0.942497,0.79446,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909727,SK-MEL-31,SKCM,1003,Camptothecin,-1.697387,0.881617,0.30599,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909728,SK-MES-1,LUSC,1003,Camptothecin,-2.822803,0.814629,-0.306763,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909729,SK-MG-1,GBM,1003,Camptothecin,-1.712159,0.892364,0.297947,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909731,SK-PN-DW,UNCLASSIFIED,1003,Camptothecin,-4.621831,0.647925,-1.286277,bone,ewings_sarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909732,SK-UT-1,UNCLASSIFIED,1003,Camptothecin,-3.264142,0.797511,-0.547058,soft_tissue,soft_tissue_other,,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909735,SNG-M,UCEC,1003,Camptothecin,-2.201049,0.890382,0.031762,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909736,SNU-387,LIHC,1003,Camptothecin,2.124211,0.982334,2.386729,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909737,SNU-423,LIHC,1003,Camptothecin,-1.359233,0.903043,0.490104,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909738,SNU-449,LIHC,1003,Camptothecin,1.370542,0.955283,1.976381,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909740,SNU-C2B,COREAD,1003,Camptothecin,0.237592,0.933096,1.359525,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
909742,SU-DHL-1,UNCLASSIFIED,1003,Camptothecin,-4.215631,0.699577,-1.065114,lymphoma,anaplastic_large_cell_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909743,SUP-T1,ALL,1003,Camptothecin,-4.657179,0.634795,-1.305523,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909744,SW13,ACC,1003,Camptothecin,-4.146297,0.703307,-1.027364,kidney,adrenal_gland,ACC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909745,SW1088,GBM,1003,Camptothecin,-1.342535,0.891459,0.499196,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909746,SW1116,COREAD,1003,Camptothecin,0.010487,0.957966,1.235874,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909747,SW1417,COREAD,1003,Camptothecin,0.800371,0.914248,1.66594,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909748,SW1463,COREAD,1003,Camptothecin,-2.092786,0.87172,0.090708,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909749,SW1710,BLCA,1003,Camptothecin,0.1658,0.958653,1.320436,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909750,SW1783,LGG,1003,Camptothecin,-3.57825,0.752083,-0.71808,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909751,SW48,COREAD,1003,Camptothecin,-3.645354,0.733662,-0.754616,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909753,SW626,OV,1003,Camptothecin,0.175827,0.929013,1.325896,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909754,SW684,UNCLASSIFIED,1003,Camptothecin,1.24606,0.9597,1.908604,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909755,SW837,COREAD,1003,Camptothecin,-0.932695,0.927915,0.722341,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909756,SW872,UNCLASSIFIED,1003,Camptothecin,-3.938333,0.705177,-0.914134,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909757,SW948,COREAD,1003,Camptothecin,-2.162355,0.862077,0.05283,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909758,SW962,UNCLASSIFIED,1003,Camptothecin,0.491599,0.973461,1.497824,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909759,SW982,UNCLASSIFIED,1003,Camptothecin,-4.069436,0.697122,-0.985515,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909761,T84,COREAD,1003,Camptothecin,-2.218478,0.872369,0.022273,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909762,TALL-1,ALL,1003,Camptothecin,-4.37193,0.681963,-1.150214,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,N,N,TOP1,DNA replication
909769,TGBC1TKB,UNCLASSIFIED,1003,Camptothecin,-0.162883,0.938949,1.141479,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909770,TGBC11TKB,STAD,1003,Camptothecin,-1.460574,0.913106,0.434927,digestive_system,stomach,STAD,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909771,THP-1,LAML,1003,Camptothecin,-2.706662,0.855307,-0.243528,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909773,TUR,DLBC,1003,Camptothecin,-3.402813,0.818132,-0.62256,lymphoma,B_cell_lymphoma,DLBC,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
909774,TYK-nu,UNCLASSIFIED,1003,Camptothecin,-3.681748,0.711046,-0.774432,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909776,U-2-OS,UNCLASSIFIED,1003,Camptothecin,0.945356,0.985615,1.74488,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909777,U-698-M,UNCLASSIFIED,1003,Camptothecin,-3.071718,0.833782,-0.44229,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909778,UACC-893,BRCA,1003,Camptothecin,-0.382536,0.957942,1.021885,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909779,UMC-11,UNCLASSIFIED,1003,Camptothecin,0.134548,0.967326,1.303421,lung_NSCLC,lung_NSCLC_carcinoid,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909781,VMRC-RCZ,KIRC,1003,Camptothecin,1.173971,0.940286,1.869354,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909784,WM-115,SKCM,1003,Camptothecin,-1.275281,0.896993,0.535814,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909785,WSU-NHL,UNCLASSIFIED,1003,Camptothecin,-4.700814,0.641616,-1.329281,lymphoma,lymphoid_neoplasm other,,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
909904,YAPC,PAAD,1003,Camptothecin,-1.418875,0.864221,0.457631,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909905,YH-13,GBM,1003,Camptothecin,-1.640109,0.897592,0.337176,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909907,ZR-75-30,BRCA,1003,Camptothecin,2.824561,0.982386,2.768048,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909974,RCC10RGB,KIRC,1003,Camptothecin,-1.500611,0.841789,0.413128,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
909975,KURAMOCHI,UNCLASSIFIED,1003,Camptothecin,0.590754,0.957829,1.55181,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
909976,KM-H2,UNCLASSIFIED,1003,Camptothecin,-3.29274,0.813922,-0.562629,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
909977,HuO-3N1,UNCLASSIFIED,1003,Camptothecin,-1.628301,0.894474,0.343605,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910079,OE19,ESCA,1003,Camptothecin,1.024524,0.974484,1.787985,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910209,SUP-B8,UNCLASSIFIED,1003,Camptothecin,-4.73348,0.645016,-1.347066,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910399,NCI-H838,LUAD,1003,Camptothecin,-1.326509,0.928746,0.507921,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910401,Ramos-2G6-4C10,UNCLASSIFIED,1003,Camptothecin,-2.140666,0.94744,0.064639,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910544,RPMI-8866,LCML,1003,Camptothecin,-4.387572,0.684851,-1.15873,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910545,QIMR-WIL,LAML,1003,Camptothecin,-4.684593,0.649825,-1.320449,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,TOP1,DNA replication
910546,PSN1,PAAD,1003,Camptothecin,-2.614169,0.823324,-0.193168,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910548,OAW-42,OV,1003,Camptothecin,-3.245322,0.77155,-0.536812,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910549,OE33,ESCA,1003,Camptothecin,-2.218018,0.842527,0.022523,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910554,CW-2,COREAD,1003,Camptothecin,-2.257335,0.882542,0.001116,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
910567,CHP-126,NB,1003,Camptothecin,-4.269041,0.676725,-1.094194,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910568,CGTH-W-1,THCA,1003,Camptothecin,-2.596719,0.836663,-0.183668,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910569,COLO-320-HSR,COREAD,1003,Camptothecin,-1.33532,0.951408,0.503124,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910687,ATN-1,ALL,1003,Camptothecin,-4.231874,0.709675,-1.073958,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910688,CESS,LAML,1003,Camptothecin,-5.095314,0.589212,-1.544073,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910689,COLO-678,COREAD,1003,Camptothecin,3.69225,0.971441,3.240477,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,TOP1,DNA replication
910691,COLO-684,UCEC,1003,Camptothecin,-0.997494,0.922657,0.68706,urogenital_system,endometrium,UCEC,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
910692,COLO-668,SCLC,1003,Camptothecin,-3.536045,0.763434,-0.695101,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910694,LN-405,GBM,1003,Camptothecin,0.058604,0.960839,1.262072,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910695,TGBC24TKB,UNCLASSIFIED,1003,Camptothecin,0.644012,0.966781,1.580808,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910697,A388,UNCLASSIFIED,1003,Camptothecin,-3.33072,0.768441,-0.583308,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910698,BFTC-909,KIRC,1003,Camptothecin,-2.877454,0.830947,-0.336519,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910700,C2BBe1,COREAD,1003,Camptothecin,0.337867,0.936361,1.414121,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910701,SCC-25,HNSC,1003,Camptothecin,1.148087,0.990913,1.855261,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910702,AsPC-1,PAAD,1003,Camptothecin,2.933471,0.954107,2.827346,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910703,CA46,UNCLASSIFIED,1003,Camptothecin,-2.005434,0.892426,0.138269,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910704,AU565,BRCA,1003,Camptothecin,-2.834766,0.838452,-0.313277,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910705,BALL-1,UNCLASSIFIED,1003,Camptothecin,-5.092124,0.593879,-1.542336,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910706,BL-41,UNCLASSIFIED,1003,Camptothecin,-4.315039,0.707784,-1.119238,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910710,BV-173,LCML,1003,Camptothecin,-4.95979,0.606849,-1.470285,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910779,IA-LM,UNCLASSIFIED,1003,Camptothecin,-2.426161,0.853298,-0.090804,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910780,TGW,NB,1003,Camptothecin,-2.911983,0.834301,-0.355319,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910781,AN3-CA,UCEC,1003,Camptothecin,0.163763,0.979106,1.319328,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910784,A204,UNCLASSIFIED,1003,Camptothecin,-2.311775,0.837783,-0.028525,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910849,NY,UNCLASSIFIED,1003,Camptothecin,-3.133278,0.796569,-0.475807,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910850,C3A,LIHC,1003,Camptothecin,-1.814659,0.846133,0.242139,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910851,A427,UNCLASSIFIED,1003,Camptothecin,-1.843373,0.921551,0.226506,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910852,CAL-85-1,BRCA,1003,Camptothecin,-1.153588,0.929537,0.602071,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910853,CHL-1,SKCM,1003,Camptothecin,-1.476969,0.915227,0.426001,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910861,RL,DLBC,1003,Camptothecin,-3.567831,0.774899,-0.712407,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910899,NCI-H146,SCLC,1003,Camptothecin,-2.960256,0.817685,-0.381602,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910900,NCI-H1651,LUAD,1003,Camptothecin,-3.303919,0.790279,-0.568715,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910903,RPMI-7951,SKCM,1003,Camptothecin,-4.044458,0.715746,-0.971916,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910904,SCC-4,HNSC,1003,Camptothecin,-2.331864,0.854478,-0.039463,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910905,SNU-C1,COREAD,1003,Camptothecin,0.799588,0.966954,1.665514,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910906,ST486,UNCLASSIFIED,1003,Camptothecin,-3.427719,0.796982,-0.636121,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910907,SW1990,PAAD,1003,Camptothecin,-1.187091,0.915518,0.58383,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910910,UACC-812,BRCA,1003,Camptothecin,-2.131015,0.856816,0.069893,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910911,SCC-15,HNSC,1003,Camptothecin,-2.890062,0.807564,-0.343384,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910915,CAPAN-2,PAAD,1003,Camptothecin,2.936637,0.979417,2.829069,,,,,,,,,,TOP1,DNA replication
910916,CAL-27,HNSC,1003,Camptothecin,-3.741273,0.733277,-0.806841,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910918,BC-3,DLBC,1003,Camptothecin,-3.184838,0.850711,-0.50388,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,N,Y,TOP1,DNA replication
910919,BC-1,DLBC,1003,Camptothecin,-3.564322,0.791295,-0.710497,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
910920,A704,KIRC,1003,Camptothecin,-1.570045,0.905716,0.375324,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910921,A101D,SKCM,1003,Camptothecin,-2.763078,0.816266,-0.274245,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910922,769-P,KIRC,1003,Camptothecin,-2.41393,0.850184,-0.084145,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
910924,23132-87,STAD,1003,Camptothecin,-2.757644,0.836042,-0.271286,digestive_system,stomach,STAD,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
910925,A431,UNCLASSIFIED,1003,Camptothecin,-2.989465,0.805676,-0.397506,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910926,BFTC-905,BLCA,1003,Camptothecin,-4.208256,0.695124,-1.061099,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910927,CAL-51,BRCA,1003,Camptothecin,-3.290208,0.780994,-0.56125,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
910930,SCC-3,DLBC,1003,Camptothecin,-5.118089,0.589857,-1.556474,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
